Stock Number,Stock Name
210590,Persistent Systems Ltd
100493,Bharat Forge Ltd
208766,Multi Commodity Exchange Of India Ltd
254493,PB Fintech Ltd
100114,Titan Co Ltd
100093,CG Power and Industrial Solutions Ltd
126612,Blue Dart Express Ltd
221877,Waaree Energies Ltd
132540,Tata Consultancy Services Ltd
122275,Ge Vernova T&D India Ltd
311653,Cello World Ltd
132504,Navin Fluorine International Ltd
317635,Vishal Mega Mart Ltd
113375,Carborundum Universal Ltd
132755,Tech Mahindra Ltd
132555,NTPC Ltd
200046,KNR Constructions Ltd
223478,Mrs Bectors Food Specialities Ltd
210036,Computer Age Management Services Ltd
209492,UTI Asset Management Co Ltd
132725,Solar Industries India Ltd
132234,National Aluminium Co Ltd
100790,Nestle India Ltd
207901,BSE Ltd
216156,Ltimindtree Ltd
209373,Syngene International Ltd
100550,Siemens Ltd
209902,Angel One Ltd
225998,TCI Express Ltd
314935,Premier Energies Ltd
105537,Zee Entertainment Enterprises Ltd
100182,Hero MotoCorp Ltd
131344,Container Corporation Of India Ltd
320028,Siemens Energy India ltd
100233,Kajaria Ceramics Ltd
293665,Arvind Fashions Ltd
100480,Cummins India Ltd
311742,Doms Industries Ltd
207872,Bharti Hexacom Ltd
100411,Thermax Ltd
224623,Indian Energy Exchange Ltd
100188,Hindustan Zinc Ltd
123457,Linde India Ltd
100087,Cipla Ltd
106401,Deepak Nitrite Ltd
212705,Bharat Dynamics Ltd
132375,Tips Music Ltd
132523,Biocon Ltd
100180,HDFC Bank Ltd
211385,SBI Life Insurance Co Ltd
100420,Torrent Pharmaceuticals Ltd
132500,Maruti Suzuki India Ltd
100247,Kotak Mahindra Bank Ltd
100820,Asian Paints Ltd
100825,Britannia Industries Ltd
222055,Interglobe Aviation Ltd
132538,Ultratech Cement Ltd
124816,Natco Pharma Ltd
100570,Tata Motors Ltd
100325,Reliance Industries Ltd
122241,MM Forgings Ltd.
223478,Mrs. Bectors Food Specialities Limited
213597,Minda Corporation Limited
132811,Ahluwalia Contracts (India) Limited
274038,India Shelter Finance Corporation Limited
241159,Neogen Chemicals Limited
297629,Suven Pharmaceuticals Limited
100645,Deepak Fertilizers and Petrochemicals Corporation Limited
302921,S.J.S. Enterprises Limited
271867,Laurus Labs Limited
224849,Alembic Pharmaceuticals Limited
293665,Arvind Fashions Limited
115055,Anant Raj Limited
251791,Aptus Value Housing Finance India Limited
100292,HeidelbergCement India Limited
225154,Amber Enterprises India Limited
200046,KNR Constructions Limited
132809,Firstsource Solutions Limited
131147,Alicon Castalloy Limited
287490,SBFC Finance Limited
250870,Inventurus Knowledge Solutions Limited
318188,Onesource Specialty Pharma Limited
132313,Mahindra Lifespace Developers Limited
109966,VST Industries Limited
266384,PDS Limited
123405,JM Financial Limited
132531,Strides Pharma Science Limited
304714,Aether Industries Limited
277614,Jupiter Life Line Hospitals Limited
301578,Jubilant Ingrevia Limited
132178,Engineers India Limited
313354,Ajax Engineering Limited
132509,Suprajit Engineering Limited
211740,Happy Forgings Limited
120051,Jamna Auto Industries Limited
100027,Atul Limited
132144,WELSPUN CORP LIMITED
209024,RR Kabel Ltd
294388,Ather Energy Ltd
209902,Angel Broking Limited
235506,METROPOLIS HEALTHCARE LIMITED
287490,SBFC Finance Ltd
318188,Onesource Speciality Pharma Ltd
223430,Vedant Fashions Private Limited
211740,Happy Forgings Ltd
290184,Solara Active Pharma Sciences Limited
126299,MphasiS Limited
190071,Sundaram Finance Ltd.
100408,Tata Elxsi Ltd.
100660,Glaxosmithkline Pharmaceuticals Ltd.
277614,Jupiter Life Line Hospitals Ltd.
217400,Star Health & Allied Insurance Co. Ltd.
106395,Coromandel International Ltd.
294914,GO Digit General Insurance Ltd.
107880,VIP Industries Ltd.
241214,Paradeep Phosphates Ltd.
304714,Aether Industries Ltd.
218929,Sai Silks (Kalamandir) Ltd.
218241,Microsoft Corporation
304701,Campus Activewear Ltd.
132630,Gokaldas Exports Ltd.
113097,Shivalik Bimetal Controls Ltd.
210284,Indegene Ltd.
100249,KSB Ltd.
284650,Pricol Ltd
288401,Orient Electric Ltd.
100339,Rain Industries Ltd.
209220,Sharda Motor Industries Ltd
256461,Divgi Torqtransfer Systems Ltd
223478,Mrs. Bectors Food Specialities Ltd.
229414,Nazara Technologies Ltd.
311915,Stanley Lifestyles Ltd.
130011,Mangalore Chemicals & Fertilizers Ltd.
295966,Samhi Hotels Ltd.
132822,Vodafone Idea Limited
132648,Yes Bank Limited
269404,Tube Investments Of India Limited
271875,Adani Energy Solutions Limited
221790,Muthoot Finance Limited
100260,The Ramco Cements Limited
100368,Patanjali Foods Limited
289554,Adani Green Energy Limited
132522,Petronet LNG Limited
200048,IRB Infrastructure Developers Limited
100495,Escorts Kubota Limited
130965,Indian Oil Corporation Limited
131642,Marico Limited
100290,MRF Limited
100469,The Federal Bank  Limited
213327,Housing & Urban Development Corporation Limited
100188,Hindustan Zinc Limited
100670,Gujarat Narmada Valley Fertilizers and Chemicals Limited
100124,Dr Reddys Laboratories Limited
113599,HINDUSTAN COPPER LIMITED
100183,HFCL Ltd
210036,COMPUTER AGE MANAGEMENT SERVICES
111196,CanFin Homes Ltd.
100670,Guj. Narmada Valley Fertilisers Ltd
132215,Axis Bank Ltd
100510,Larsen & Toubro Ltd
100209,Infosys Ltd
132281,HCL Technologies Ltd
100300,Grasim Industries Ltd
108869,Apollo Hospitals Enterprise Ltd
131642,Marico Ltd
132155,GAIL (India) Ltd
213838,Prestige Estates Projects Ltd
269404,Tube Investments of India Ltd
100257,Lupin Ltd
209967,Indus Towers Ltd
226720,Kalyan Jewellers India Ltd
222961,Kirloskar Oil Engines Ltd
213429,Lemon Tree Hotels Ltd
215367,Jubilant Foodworks Ltd
217389,HDFC Life Insurance Co Ltd
271581,Intellect Design Arena Ltd
200007,Jyothy Labs Ltd
100470,Tata Steel Ltd
208238,Godrej Properties Ltd
100008,Amara Raja Energy And Mobility Ltd
232604,MedPlus Health Services Ltd
100472,SKF India Ltd
221194,Teamlease Services Ltd
218036,Numero Uno International Ltd ** ^^
296974,Quantum Information Systems ** ^^
100575,Voltas Ltd
228974,360 One Wam Ltd
132187,IndusInd Bank Ltd
100165,Kansai Nerolac Paints Ltd
130965,Indian Oil Corporation Ltd
103806,SRF Ltd
313834,Grasim Industries Ltd-Partly Paid #
304102,Bharti Airtel Ltd Partly Paid 1.25 FV
302988,FSN E-Commerce Ventures Limited ‡
267465,Shyam Metalics and Energy Limited
312105,Entero Healthcare Solutions Ltd
279664,Global Health Limited
237191,V-Mart Retail Limited
106943,J B Chemicals and Pharma Ltd
293602,Zinka Logistics Solution Limited
132300,Wockhardt Limited
289108,Delhivery Limited ‡
131531,Hatsun Agro Product Limited
107717,Dhanuka Agritech Limited
100411,Thermax Limited
223788,The Ethos Ltd.
311589,Red Tape Ltd
222264,PG Electroplast Ltd.
124558,Neuland Laboratories Ltd.
123025,Safari Industries India Ltd
310018,Netweb Technologies India
209099,Rolex Rings Ltd.
132808,Pearl Global Industries Ltd.
311720,Sundaram Clayton DCD Ltd.
295732,Greenpanel Industries Ltd
132548,Century Plyboards (India) Ltd.
314345,Ceigall India Ltd.
303322,C.E.Info Systems Ltd.
294388,Ather Energy LTD.
251940,G R Infraprojects Ltd.
271581,Intellect Design Arena Ltd.
308651,Zaggle Prepaid Ocean Services Ltd.
316248,Standard Glass Lining Technology Ltd
220512,SJVN Ltd.
132178,Engineers India Ltd.
305788,YATHARTH HOSPITAL AND TRAUMA CARE SERVICES LTD
221645,KRISHNA INSTITUTE OF MEDICAL
214084,Sansera Engineering Ltd
132313,Mahindra Lifespace Developers Ltd
216065,JYOTI CNC AUTOMATION LTD
209147,SAI LIFE SCIENCES LIMITED
208045,DEVYANI INTERNATIONAL LIMITED
221877,WAAREE ENERGIES LIMITED
318678,ITC HOTELS LIMITED
132497,Radico Khaitan Ltd.
124000,POONAWALLA FINCORP LIMITED
113683,NLC India Ltd. (Neyveli Lignite Corporation Ltd.)
132209,JAMMU  KASHMIR BANK LTD
132218,SOUTH INDIAN BANK LTD
132486,Pokarna Ltd.
207778,Ashoka Buildcon Limited
306605,INNOVA CAPTABS LTD
117168,SUBROS LIMITED
108989,Navneet Education Ltd
254732,JUNIPER HOTELS LIMITED
119552,HERITAGE FOODS LTD
311741,JNK INDIA LIMITED
200025,ISGEC HEAVY ENGINEERING LTD.
124372,ORCHID PHARMA LIMITED
228465,Barbeque Nation Hospitality Ltd.
208365,ICICI SECURITIES LIMITED
222264,PG ELECTROPLAST LTD
100171,GHCL Limited
304102,Bharti Airtel Limited - Partly Paid Shares
100164,Godrej Industries Limited
117544,Centum Electronics Ltd.
223658,TD Power Systems Ltd.
267543,Gulf Oil Lubricants India Ltd.
190073,Wheels India Ltd.
105700,Elecon Engineering Comapny Ltd.
303125,Le Travenues Technology Limited
296367,Ola Electric Mobility Limited
208414,Indian Renewable Energy Development Agency Limited
208727,METRO BRANDS LIMITED
109488,Graphite India Ltd.
123385,Nilkamal Ltd.
287199,Gandhar Oil Refinery (India) Limited
242477,Orient Cement Ltd.
315904,Sagility India Limited
209220,SHARDA MOTOR INDUSTRIES LIMITED
112573,Avanti Feeds Ltd.
100185,Hindustan Construction Company Ltd.
102090,Sagar Cements Ltd.
209232,BIKAJI FOODS INTERNATIONAL LIMITED
132612,Indoco Remedies Ltd.
302762,One MobiKwik Systems Limited
303146,GO FASHION (INDIA) LIMITED
320121,Fusion Finance Limited
223679,Rishabh instruments Limited
213800,Popular Vehicles and Services Limited
209344,Sumitomo Chemical India Ltd
209979,ADITYA BIRLA SUN LIFE AMC LIMITED
132754,GMR Airport Ltd
208412,Indian Railway Catering & Tourism Corporation Limited
100183,Himachal Futuristic Communications Limited
211337,POLYCAB INDIA Limited
225051,SBI Cards & Payment Services Limited
100124,Dr. Reddys Laboratories Limited
226720,KALYAN JEWELLERS INDIA LTD
228347,Adani Gas Limited
123642,PI Industries Litmited
217376,Life Insurance Corp of India
103100,Phoenix Mills Limited
132689,PVR Limited
302427,VIJAYA DIAGNOSTIC CENTRE PVT
200020,BRIGADE ENTERPRISES LIMITED
109557,GARWARE TECHNICAL FIBRES LTD.
224849,Alembic Pharmaceuticals Ltd.
132638,Shopper Stop Ltd.
213597,MINDA CORPORATION LIMITED
211840,MANKIND PHARMA LTD
107717,Dhanuka Agritech Ltd
311653,CELLO WORLD LTD.
207837,BANSAL WIRE INDUSTRIES LIMITED
234556,CMS INFO SYSTEMS LIMITED
288401,ORIENT ELECTIC LIMITED
108486,Hawkins Cooker Ltd
131266,V.S.T Tillers Tractors Ltd
211969,Sheela Foam Ltd
211740,HAPPY FORGINGS LTD
131548,Somany Ceramics Ltd.
209024,R R KABEL LTD
311571,MAX ESTATES LIMITED
250978,SURAKSHA DIAGNOSTIC  LTD
105872,WPIL Ltd
100008,AMARA RAJA ENERGY MOB LTD.
131761,Apollo Pipes Ltd
303146,Go Fashion (India) Ltd
132732,Kewal Kiran Clothing Limited
277614,JUPITER LIFELINE HOSPITALS LTD
208190,Galaxy Surfactants Ltd
267615,Aavas Financiers Ltd
100875,ITC Ltd
132488,Divi's Laboratories Ltd
100696,Hindustan Unilever Ltd
132810,Power Finance Corporation Ltd
217379,ICICI Lombard General Insurance Co Ltd
100440,Hindalco Industries Ltd
100124,Dr. Reddy's Laboratories Ltd
219300,Coal India Ltd
132777,Info Edge (India) Ltd
132784,Sobha Ltd.
100135,EPL Ltd.
100307,Nirlon Ltd.
218761,Mold-Tek Packaging Ltd
100109,Mangalore Refinery and Petrochemicals Ltd.
131599,FDC Ltd.
211595,Belrise Industries Ltd.
295768,CSB Bank Ltd
123405,Jm Financial Ltd.
228465,Barbeque Nation Hospitality
221554,Yatra Online Ltd
123704,Mastek Ltd.
117421,Butterfly Gandhimathi Appliances
130549,Shilpa Medicare Ltd.
111196,Can Fin Homes Ltd.
120056,TVS HOLDINGS LIMTED
100040,Aditya Birla Real Estate Ltd.
100413,Thomas Cook  (India)  Limited
123398,Johnson Controls - Hitachi Air Conditioning India Limited
229218,Medi Assist Healthcare Services Ltd
235955,Home First Finance Company India Limited
250978,Suraksha Diagnostic Ltd
208099,Emcure Pharmaceuticals Ltd
103101,Marathon Nextgen Realty Ltd.
304102,Bharti Airtel Limited- Partly Paid up
120056,TVS Holdings Limited
210217,Healthcare Global Enterprises Limited
100249,KSB Limited
190073,Wheels India Limited
311720,Sundaram Clayton Limited
132889,KPR Mill Limited
124558,Neuland Laboratories Limited
100469,Federal Bank Limited
305799,Kfin Technologies Limited
216065,Jyoti CNC Automation Limited
105283,Kirloskar Pneumatic Co Limited
100405,Supreme Petrochem Limited
120111,Ratnamani Metals & Tubes Limited
213327,Housing and Urban Development Corporation Limited
282626,HG Infra Engineering Limited
210039,Concord Biotech Limited
114162,Welspun Living Limited
106076,Grindwell Norton Limted
132443,Cera Sanitaryware Limited
100940,Finolex Industries Limited
244937,PTC Industries Limited
209220,Sharda Motor Industries Limited
121016,Indo Count Industries Limited
100265,Maharashtra Seamless Limited
209147,SAI Life Sciences Limited
106767,Alkyl Amines Chemicals Limited
212793,Carraro India Limited
131548,Somany Ceramics Limited
130007,JK Tyre & Industries Ltd.
131761,Apollo Pipes Limited
200007,Jyothy Laboratories Limited
123025,Safari Industries India Limited
208345,Hi-Tech Pipes Limited
224880,Niit Learning Systems Limited
119126,Hindustan Foods Limited
130759,Sterling Tools Limited
126586,WIM Plast Limited
244005,IIFL Capital Services Limited
218929,Sai Silks Kalamandir Limited
228974,360 One Wam Limited
102420,Orient Paper & Industries Limited
122241,MM Forgings Limited
217688,City Online Services Ltd
293665,Arvind Fashions Ltd.
303107,Sapphire Foods India Ltd
225011,Godavari Biorefineries Ltd
209521,Updater Services Ltd
252076,Power Mech Projects Ltd
208433,INOX India Ltd
221645,Krishna Institute of Medical Sciences
114167,Ganesha Ecosphere Ltd
109079,Gufic Biosciences Ltd.
132734,Godawari Power And Ispat Ltd.
267389,Quess Corp Ltd.
209550,VARUN BEVERAGES LIMITED
280713,Crompton Greaves Cons Electrical Ltd.
208412,Indian Railway Catering &Tou. Corp. Ltd.
111243,Cholamandalam Investment & Finance Company Ltd.
210258,ICICI Prudential Life Insurance Co Ltd.
123642,P I INDUSTRIES LIMITED
217379,ICICI Lombard General Insurance Co. Ltd.
132921,Adani Ports & Special Economic Zone Ltd.
214179,Sona BLW Precision Forgings Ltd.
208801,National Buildings Construction Corporation Ltd.
213327,Housing & Urban Development Corp Ltd.
132720,Mahindra & Mahindra Financial Services Ltd
109480,Berger Paints (I) Ltd.
207950,Central Depository Services (I) Ltd.
218763,Dr. Lal Path Labs Ltd.
219442,Macrotech Developers Ltd.
100670,Gujarat Narmada Valley Fert & Chem Ltd.
132783,LT Foods Limited
219236,Thangamayil Jewellery Limited
123025,Safari Industries (India) Limited
123301,TCPL Packaging Limited
105726,IFB Industries Limited
124348,Aarti Drugs Limited
303180,PRUDENT CORPORATE ADVISORY SERVICES Limited
123385,Nilkamal Limited
218771,Shriram Pistons & Rings Limited
218533,Narayana Hrudayalaya Ltd.
209127,S. P. Apparels Limited
222255,Eris Lifesciences Limited
100235,Kalyani Steels Limited
299229,Borosil Limited
226627,Sharda Cropchem Limited
218761,Mold-Tek Packaging Limited
190006,Amrutanjan Health Care Limited
126951,Stylam Industries Limited
122215,HLE Glascoat Limited
132735,R Systems International Limited
124091,CARYSIL LIMITED
109488,Graphite India Limited
310497,GHCL Textiles Limited
252076,Power Mech Projects Limited
308582,IRM Energy Limited
319271,Thangamayil Jewellery Limited- Rights^
315904,Sagility India Ltd
200017,Eclerx Services Ltd.
205759,Cigniti Technologies Ltd
209063,CYIENT DLM LTD
211925,Rashi Peripherals Ltd
224880,NIIT Learning Systems Ltd
273198,Route Mobile Ltd.
117536,Onward Technologies Ltd
132395,Axiscades Technologies Ltd.
294914,Go Digit General Insurance Ltd
132805,Redington (India) Ltd.
303158,Tracxn Technologies Ltd
232592,Latent View Analytics Ltd.
229414,Nazara technologies Ltd
219460,Accenture Plc
224342,Amazon com
239630,Adobe Inc
122275,Ge Vernova T&D India Ltd.
100304,NIIT Ltd.
131209,Nucleus Software Exports Ltd.
296765,Hitachi Energy India Ltd.
316659,International Gemmological Institute India Pvt Ltd
225210,Netflix Inc
280755,TJX ORD
218161,Coca Cola Co.
273513,SAP SE
298333,Boston Scientific Corp
312312,Taiwan Semiconductor Sp ADR
288744,Booking Holdings Inc
295047,Autozone Inc
295638,Uber Technologies Inc
298470,Parker-Hannifin Corp
311556,Spotify Technology SA
226187,Visa Inc
225213,Nvidia Corp Com
250895,Eli Lilly & Co
282023,Salesforce Inc
237041,Siemens AG
298322,Arista Networks Inc
225198,KLA Corporation
297804,Bunzl PLC
219126,Merck & Co. Inc
100325,RELIANCE INDUSTRIES LTD
100180,HDFC BANK LTD
132174,ICICI BANK LTD
100112,STATE BANK OF INDIA
100875,ITC LTD
100209,INFOSYS LTD
219494,HINDUSTAN AERONAUTICS LTD
132540,TATA CONSULTANCY SERVICES LTD
304102,BHARTI AIRTEL LTD (RIGHT 14/10/2021) (PARTLY PAID)
100300,GRASIM INDUSTRIES LTD
132215,AXIS BANK LTD
132454,BHARTI AIRTEL LTD
132755,TECH MAHINDRA LTD
132822,VODAFONE IDEA LTD
280713,CROMPTON GREAVES CONSUMER ELECTRICALS LTD
100547,BHARAT PETROLEUM CORPORATION LTD
100400,TATA POWER COMPANY LTD
209550,VARUN BEVERAGES LTD
100570,TATA MOTORS LTD
100312,OIL & NATURAL GAS CO.
100113,STEEL AUTHORITY INDIA LTD
132538,ULTRATECH CEMENT LTD
124804,AUROBINDO PHARMA LTD
208238,GODREJ PROPERTIES LTD
100103,BHARAT HEAVY ELECTRICALS LTD
132432,UNITED SPIRITS LTD
100114,TITAN COMPANY LTD
208461,JSW ENERGY LTD
100228,JSW STEEL LTD
208766,MULTI COMMODITY EXCHANGE OF IND LTD
130965,INDIAN OIL CORPORATION LTD
208412,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LTD
271875,ADANI ENERGY SOLUTIONS LTD
132488,DIVI LABORATORIES LTD
218071,MAX HEALTHCARE INSTITUTE LTD
126299,MPHASIS LTD
100331,PIDILITE INDUSTRIES  LTD
100470,TATA STEEL LTD
132868,DLF LTD
211337,POLYCAB INDIA LTD
100510,LARSEN & TOUBRO LTD
100002,ABB INDIA LTD
111218,SHRIRAM FINANCE LTD
132898,POWER GRID CORPORATION OF INDIA LTD
100800,TATA CONSUMER PRODUCTS LTD
100825,BRITANNIA INDUSTRIES LTD
210258,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD
132424,GODREJ CONSUMER PRODUCTS LTD
100520,MAHINDRA & MAHINDRA LTD
278580,IDFC FIRST BANK LTD
132810,POWER FINANCE CORPORATION  LTD
132541,COFORGE LTD
289554,ADANI GREEN ENERGY LTD
131213,MANAPPURAM FINANCE LTD
210591,ADITYA BIRLA FASHION & RETAIL LTD
190059,APL APOLLO TUBES LTD
126371,NMDC LTD
318585,UPL LTD - (PARTLY PAIDUP) RIGHT ENTITLEMENTS - 26-11-2024
131344,CONTAINER CORPORATION OF INDIA LTD
100253,LIC HOUSING FINANCE LTD
279527,BANDHAN BANK LTD
124208,AARTI INDUSTRIES LTD
132296,GLENMARK PHARMACEUTICALS LTD
112599,ADANI ENTERPRISES LTD
113599,HINDUSTAN COPPER LTD
209967,INDUS TOWERS LTD
100049,BHARAT ELECTRONICS LTD
100302,PIRAMAL ENTERPRISES LTD
132234,NATIONAL ALUMINIUM CO. LTD
100104,HINDUSTAN PETROLEUM CORPORATION LTD
132522,PETRONET LNG LTD
200132,BAJAJ AUTO LTD
200091,OIL INDIA LTD
100420,TORRENT PHARMACEUTICALS LTD
254493,PB FINTECH LTD
132321,ZYDUS LIFESCIENCES LTD
211385,SBI LIFE INSURANCE COMPANY LTD
100696,HINDUSTAN UNILEVER LTD
100295,VEDANTA LTD
293380,DALMIA BHARAT LTD
100440,HINDALCO INDUSTRIES LTD
100271,MAX FINANCIAL SERVICES LTD
100480,CUMMINS INDIA LTD
100096,DABUR INDIA LTD
100530,BOSCH LTD
131642,MARICO LTD
269404,TUBE INVESTMENTS OF INDIA LTD
132400,BIRLASOFT LTD
132482,GRANULES INDIA LTD
271867,LAURUS LABS LTD
100425,AMBUJA CEMENTS LTD
100093,CG POWER AND INDUSTRIAL SOLUTIONS LTD
100247,KOTAK MAHINDRA BANK LTD
100469,FEDERAL BANK LTD
132281,HCL TECHNOLOGIES LTD
100290,MRF LTD
100483,TATA COMMUNICATIONS LTD
132286,JINDAL STEEL & POWER LTD
100251,TRENT LTD
100084,CESC LTD
208883,ONE 97 COMMUNICATIONS LTD
100410,ACC LTD
208280,HDFC ASSET MANAGEMENT COMPANY LTD
132777,INFO EDGE (INDIA) LTD
108869,APOLLO HOSPITALS ENTERPRISE LTD
209068,RBL BANK LTD
222055,INTERGLOBE AVIATION LTD
100260,THE RAMCO CEMENTS LTD
208661,MAHANAGAR GAS LTD
217379,ICICI LOMBARD GENERAL INSURANCE CO. LTD
117354,HAVELLS INDIA LTD
221790,MUTHOOT FINANCE LTD
100087,CIPLA LTD
213838,PRESTIGE ESTATES PROJECTS LTD
103806,SRF LTD
132187,INDUSIND BANK LTD
100368,PATANJALI FOODS LTD
123642,PI INDUSTRIES LTD
100850,INDIAN HOTELS CO. LTD
100790,NESTLE INDIA LTD
100182,HERO MOTOCORP LTD
100877,APOLLO TYRES LTD
215367,JUBILANT FOODWORKS LTD
132754,GMR AIRPORTS LTD
105200,EICHER MOTORS LTD
132921,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD
213327,HOUSING & URBAN DEVELOPMENT CORPORATION LTD
100770,TATA CHEMICALS LTD
100034,BAJAJ FINANCE LTD
100495,ESCORTS KUBOTA LTD
132830,ASTRAL LTD (ERSTWHILE ASTRAL POLY TECHNIK LTD)
216369,NHPC LTD
132523,BIOCON LTD
217376,LIFE INSURANCE CORPORATION OF INDIA
100257,LUPIN LTD
109930,SUPREME INDUSTRIES LTD
132779,TORRENT POWER LTD
132343,TVS MOTOR COMPANY LTD
225051,SBI CARDS AND PAYMENT SERVICES LTD
117569,KEI INDUSTRIES  LTD
100575,VOLTAS LTD
132648,YES BANK LTD
100086,EXIDE INDUSTRIES LTD
132175,CYIENT LTD
219300,COAL INDIA LTD
132155,GAIL ( INDIA ) LTD
100550,SIEMENS LTD
124715,SUN PHARMACEUTICAL INDUSTRIES LTD
209373,SYNGENE INTERNATIONAL LTD
100830,COLGATE-PALMOLIVE INDIA LTD
102355,BALKRISHNA INDUSTRIES LTD
224623,INDIAN ENERGY EXCHANGE LTD
132636,IIFL FINANCE LTD
210590,PERSISTENT SYSTEMS LTD
223595,AVENUE SUPERMARTS LTD
132466,ORACLE FINANCIALS SERVICES SOFT LTD
100820,ASIAN PAINTS (INDIA) LTD
132500,MARUTI SUZUKI INDIA LTD
252306,ZOMATO LTD
208365,ICICI SECURITIES LTD
100493,BHARAT FORGE LTD
217389,HDFC LIFE INSURANCE CO. LTD
205198,BAJAJ FINSERV LTD
268618,L&T TECHNOLOGY SERVICES LTD
102937,KESORAM INDUSTRIES LTD
216156,LTIMINDTREE LTD
132644,J K CEMENT LTD
111243,CHOLAMANDALAM INVESTMENT & FINANCE CO LTD
210036,COMPUTER AGE MANAGEMENT SERVICES LTD
100124,DR REDDYS LABORATORIES LTD
103100,THE PHOENIX MILLS LTD
212427,ALKEM LABORATORIES LTD
100027,ATUL LTD
210072,DIXON TECHNOLOGIES (INDIA) LTD
294320,KPIT TECHNOLOGIES LTD
111196,CAN FIN HOMES LTD
132210,CITY UNION BANK LTD
208801,NBCC INDIA LTD
207950,CENTRAL DEPOSITORY SERVICES (INDIA) LTD
100163,Godfrey Phillips India Limited
132461,Punjab National Bank Limited
200047,Globus Spirits Ltd
132162,JK Paper Limited
222961,Kirloskar Oil Eng Limited
210481,Epigral Limited
100730,NOCIL Limited
307332,Piramal Pharma Ltd.
123395,3M India Ltd.
209078,Nippon Life India Asset Management Ltd
132424,EQ - GODREJ CONSUMER PRODUCTS LTD
222055,EQ - INTERGLOBE AVIATION LTD
217379,EQ - ICICI LOMBARD GENERAL INSURANC
132508,EQ - JINDAL STAINLESS LTD.
100295,EQ - VEDANTA LTD
208280,EQ - HDFC ASSET MANAGEMENT COMPANY
208361,EQ - HYUNDAI MOTOR INDIA LTD
117334,EQ - SAMVARDHANA MOTHERSON INTL LTD
214179,EQ - SONA BLW PRECISION FORGING LTD
209550,EQ - VARUN BEVERAGES LTD
102355,EQ - BALKRISHNA INDUSTRIES LTD.
132478,EQ - UNITED BREWERIES LTD.
217797,EQ - SHUBH SHANTI SERVICES LTD.
100490,EQ - BAJAJ HOLDINGS & INVESTMENT LT
106395,EQ - COROMANDEL INTERNATIONAL LTD.
302988,EQ - FSN E-COMMERCE VENTURES(NYKAA)
117569,KEI Industries Ltd
132424,Godrej Consumer Products Ltd
223430,Vedant Fashions Ltd
106943,J.B. Chemicals & Pharmaceuticals Ltd
302988,FSN E-Commerce Ventures Ltd
307332,Piramal Pharma Ltd
221033,Aster DM Healthcare Ltd
200020,Brigade Enterprises Ltd
190003,Karur Vysya Bank Ltd
104067,Zensar Technologies Ltd
132889,K.P.R. Mill Ltd
119600,CCL Products (India) Ltd
132784,Sobha Ltd
131162,Emami Ltd
132772,DCB Bank Ltd
237191,V-Mart Retail Ltd
304549,Syrma SGS Technology Ltd
100084,CESC Ltd
132210,City Union Bank Ltd
235506,Metropolis Healthcare Ltd
222554,Data Patterns India Ltd
105700,Elecon Engineering Co Ltd
217757,PNB Housing Finance Ltd
100214,Ion Exchange (India) Ltd
214816,Akums Drugs And Pharmaceuticals Ltd
105283,Kirloskar Pneumatic Co Ltd
100027,Atul Ltd
100312,Oil & Natural Gas Corporation Ltd
132175,Cyient Ltd
301578,Jubilant Ingrevia Ltd
302921,S J S Enterprises Ltd
100086,Exide Industries Ltd
303146,Go Fashion India Ltd
132811,Ahluwalia Contracts (India) Ltd
255331,Tega Industries Ltd
100940,Finolex Industries Ltd
100144,Finolex Cables Ltd
100171,GHCL Ltd
221083,Gateway Distriparks Ltd
274038,India Shelter Finance Corporation Ltd
200115,Titagarh Rail Systems Ltd
116072,Vishnu Chemicals Ltd
100238,Whirlpool Of India Ltd
296765,Hitachi Energy India Ltd
132702,Gujarat State Petronet Ltd
120111,Ratnamani Metals & Tubes Ltd
132400,Birlasoft Ltd
200110,Shankara Building Products Ltd
287237,Ujjivan Small Finance Bank Ltd
100878,CEAT Ltd
117506,TTK Prestige Ltd
132612,Indoco Remedies Ltd
113097,Shivalik Bimetal Controls Ltd
209127,S P Apparels Ltd
311915,Stanley Lifestyles Ltd
209099,Rolex Rings Ltd
208763,MTAR Technologies Ltd
113519,Pitti Engineering Ltd
216147,Nuvoco Vistas Corporation Ltd
220869,Techno Electric & Engineering Co Ltd
100067,Blue Star Ltd
105355,Nesco Ltd
104973,Cholamandalam Financial Holdings Ltd
132515,TV Today Network Ltd
100241,Kirloskar Brothers Ltd
226156,Anand Rathi Wealth Ltd
316108,Sobha Ltd-Partly Paid #
304701,Campus Activewear Ltd
314935,Premier Energies Ltd.
213597,Minda Corporation Ltd.
215216,Craftsman Automation Ltd.
216065,Jyoti CNC Automation Ltd.
132667,Suzlon Energy Ltd.
315904,Sagility India Ltd.
317139,NTPC Green Energy Ltd.
212793,Carraro India Ltd.
109496,ITD Cementation India Ltd.
102937,Kesoram Industries Ltd.
209078,Nippon Life India Asset Management Ltd.
100660,GlaxoSmithKline Pharmaceuticals Ltd.
216719,Sanathan Textiles Ltd.
100096,Dabur India Ltd
131548,Somany Ceramics Ltd
293380,Dalmia Bharat Ltd
100547,Bharat Petroleum Corporation Ltd
